Artist Name,Popularity,danceability,energy,key,loudness,mode,speechiness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Sepultura,56,475,953,2.0,-6951,1,0.15,104,232,118033,199227.0,4,Instrumental
The Devil Wears Prada,55,261,985,8.0,-3237,1,129,316,239,159838,268200.0,3,Instrumental
Dikla,38,598,0.69,5.0,-4758,0,303,0.0519,653,187934,198300.0,4,Country
Billy Boy Arnold,25,654,568,7.0,-11979,1,0.0272,114,762,95116,219560.0,4,Pop
Fly Right,31,686,382,10.0,-9.37,1,0.0319,104,273,132961,3.38845,4,Rock
Haricharan,15,597,686,2.0,-10458,1,0.0749,0.0876,804,152049,11.61245,4,Rock
NOROZ,23,0.8,604,8.0,-7067,1,163,31,515,150079,133046.0,4,Alt_Music
Ehud Banai,17,389,865,,-4622,1,0.0348,159,382,129726,263720.0,4,Bollywood
The Adverts,39,421,598,4.0,-6078,0,0.0487,416,778,157927,136960.0,4,Indie
Cedric Burnside,45,725,746,2.0,-7785,1,0.0292,293,819,107205,214613.0,4,Pop
Kula Shaker,53,484,852,8.0,-6.83,1,0.0451,0.0761,806,117792,174787.0,4,Bollywood
Qrion,43,731,644,8.0,-11248,0,0.0416,0.0639,0.24,120.0,322058.0,4,Indie
Proxy,11,345,698,1.0,-8214,1,171,0.14,0.0395,127992,354129.0,4,Indie
"Amitabh Bachchan, Pran",2,396,347,8.0,-15483,1,373,398,497,73548,29.45,4,Metal
Lloyd Cole and the Commotions,49,457,884,9.0,-9954,1,0.0675,0.09,682,151747,207427.0,4,Indie
Sam Flax,35,547,757,6.0,-2479,0,0.0362,0.0789,335,112919,327489.0,4,Country
SEB,62,706,824,,-7959,1,0.0694,111,0.86,94.98,132000.0,4,Country
Scorpions,42,186,943,9.0,-2154,1,0.0874,0.59,603,179557,230840.0,4,Instrumental
"Britney Spears, G-Eazy",,702,0.7,7.0,-6672,0,0.0925,206,591,122982,3.849333333,4,Country
"Kishore Kumar, Alisha Chinai",39,569,0.55,8.0,-10342,1,0.0702,0.0931,495,131082,6.628216667,4,Metal
Erick the Architect,56,678,627,10.0,-10659,0,164,397,365,115062,197500.0,4,Alt_Music
Nasta Super,17,701,612,8.0,-9.65,0,0.0325,103,0.26,99131,314840.0,3,Pop
The Beths,39,0.56,412,5.0,-11908,1,0.0255,107,0.44,99979,312182.0,4,Indie
Sonic Youth,45,643,271,,-16505,0,0.0842,546,263,79402,229267.0,4,Bollywood
Old Dominion,72,535,915,11.0,-3819,1,0.0991,224,731,140.13,2.976883333,4,HipHop
Peled,22,797,475,9.0,-10674,0,158,168,584,120041,285179.0,4,Alt_Music
Dudu Aharon,19,532,0.5,4.0,-6.3,0,0.0265,0.0959,642,99739,274880.0,4,Country
The Killers,74,497,0.97,10.0,-4851,0,0.0836,101,689,138081,197200.0,4,Bollywood
Big Audio Dynamite,50,721,782,2.0,-9723,0,0.0529,204,844,129975,354627.0,4,Blues
Cradle Of Filth,39,262,983,,-4855,0,102,294,366,132606,438733.0,4,Instrumental
"Johnny ""Guitar"" Watson",29,537,356,10.0,-12071,1,0.0315,0.0973,564,85307,195133.0,3,Pop
D√òDSENGEL,25,138,951,10.0,-3951,0,178,244,0.0262,140345,478302.0,4,Instrumental
Flying Lotus,62,401,918,8.0,-5274,1,367,397,525,86063,95973.0,4,Indie
Boy 8-Bit,19,962,253,5.0,-11178,0,335,0.0751,137,127003,293883.0,4,Blues
Mazzy Star,73,0.42,0.33,9.0,-13925,1,0.0275,0.0677,175,157143,295600.0,3,Blues
The Clash,71,797,872,9.0,-6727,0,0.0575,284,866,129885,3.70711667,4,Bollywood
Cheap Trick,36,527,939,9.0,-7.97,1,0.0467,177,865,155838,224800.0,4,Pop
Eden Ben Zaken,36,585,633,5.0,-5243,0,0.0371,206,367,150093,177337.0,4,Country
Cracker,58,329,646,7.0,-6962,1,0.0283,101,471,173974,276132.0,4,Bollywood
Alan Jackson,72,606,706,,-9665,1,0.0379,0.16,819,174533,2.469333333,4,HipHop
Billy Joel,57,442,157,7.0,-13791,1,0.0324,224,0.22,76.48,214400.0,4,Bollywood
Britney Spears,39,433,815,5.0,-4737,0,0.38,356,911,191803,3.334216667,4,Country
Junkyard Drive,36,367,856,1.0,-11546,1,65,0.0492,322,167849,220000.0,4,Bollywood
Jake Wesley Rogers,47,563,612,10.0,-6785,1,0.0369,432,341,134896,200902.0,4,Indie
Hannah Wicklund,44,401,591,2.0,-4.65,1,0.0299,313,691,82133,164645.0,4,Pop
Middle Kids,39,549,758,8.0,-5991,1,0.0262,213,486,109975,188347.0,4,Blues
Hatikva 6,43,521,0.65,8.0,-6474,1,0.0436,0.0844,743,156003,231526.0,4,Country
Sad Night Dynamite,34,599,815,1.0,-3426,1,0.0373,118,213,100013,250800.0,4,Bollywood
Dylan Scott,67,652,719,1.0,-7251,1,33,108,0.24,94969,3294,4,HipHop
Freak Slug,42,693,528,1.0,-8468,1,0.0259,114,597,107949,191528.0,4,Blues
Reymour,37,632,787,10.0,-7.42,0,0.0326,572,808,149967,196986.0,3,Blues
Kishore Kumar,9,806,427,9.0,-7701,0,209,112,878,103606,3254,4,Metal
The Cold Stares,27,703,606,9.0,-9871,1,0.0303,139,567,90065,214818.0,4,Pop
Syl Johnson,9,749,857,,-6188,1,0.0603,67,847,118728,189093.0,4,Pop
Helena Deland,45,535,763,1.0,-10.16,0,0.0788,103,166,148027,229502.0,4,Indie
Eleine,44,546,667,7.0,-9884,1,0.0401,108,185,83235,281373.0,4,Instrumental
Declan McKenna,73,687,617,4.0,-5213,1,0.0287,0.0898,665,121079,252307.0,4,Blues
Josh Teskey,51,538,381,2.0,-8119,1,0.0349,115,193,86023,209619.0,4,Pop
Tones And I,73,705,776,4.0,-6096,1,0.0445,0.0246,366,116011,3.0884,4,Country
Pavement,53,448,614,9.0,-9357,1,31,0.14,479,126459,159707.0,4,Blues
LASTMONDAY,29,636,824,,-7458,1,134,208,765,184.05,149348.0,4,Country
Britney Spears,,366,652,6.0,-7.17,1,0.11,0.0947,156,112.33,3.333116667,4,Country
TV On The Radio,59,346,785,7.0,-4991,1,0.0434,124,186,175986,277467.0,4,Indie
Ali Handal,31,611,688,7.0,-6044,1,0.0848,0.15,691,119995,200449.0,4,Pop
Wetter,36,547,514,8.0,-5856,1,0.0298,0.0373,415,80943,265265.0,4,Bollywood
Giraffes? Giraffes!,37,563,648,9.0,-13441,1,0.0284,342,685,80002,273782.0,4,Bollywood
Morray,58,644,607,2.0,-8066,1,0.47,0.0786,403,161796,193200.0,3,Alt_Music
–∏—Å—Ç–æ—á–Ω–∏–∫,40,379,685,11.0,-6433,0,0.0353,294,112,105584,203333.0,4,Blues
TOOL,62,0.31,584,7.0,-10091,1,42,0.0528,0.16,86913,620101.0,4,Instrumental
Tesher,77,0.68,895,2.0,-7144,1,0.0378,145,824,93037,189375.0,4,Country
UniBe@t,17,0.77,665,9.0,-7.58,0,0.43,268,725,113974,271579.0,4,Blues
Guns N' Roses,61,0.4,992,6.0,-6995,1,0.0725,179,243,149412,266173.0,4,Bollywood
U2,64,526,665,4.0,-4997,1,0.0243,169,285,158493,273467.0,4,Bollywood
blink-182,62,497,923,4.0,-3.04,1,0.11,82,545,155.11,180960.0,4,Bollywood
Mac Curtis,23,691,749,9.0,-5686,1,42,0.0469,867,94989,134493.0,4,Bollywood
luxury elite,38,582,0.94,1.0,-7675,1,0.0389,696,671,92946,145087.0,4,Blues
Down for Tomorrow,28,471,927,2.0,-3165,1,0.0743,135,479,138025,149629.0,4,Bollywood
Mickey Lamantia,44,671,667,2.0,-5451,1,0.0271,0.08,671,111967,228853.0,4,Bollywood
Omer Adam,37,653,941,,-2939,0,114,318,613,129.96,227840.0,4,Country
Samia,58,553,512,5.0,-7759,1,0.0465,107,259,94.96,195773.0,4,Blues
"Udit Narayan, Sadhana Sargam",55,458,339,5.0,-14309,1,0.0333,0.0799,529,151986,4.856666667,4,Metal
ZZ Top,48,617,461,5.0,-14485,0,0.0434,0.12,828,93853,288400.0,4,Bollywood
Queensr√øche,63,462,628,7.0,-5659,1,0.0274,0.12,0.0981,140049,347760.0,4,Instrumental
Young Stoner Life,82,953,621,8.0,-7638,0,221,0.0398,883,123016,152333.0,4,Alt_Music
Curley Weaver,37,564,269,2.0,-13749,1,0.0443,132,602,103355,171546.0,4,Pop
Talking Heads,70,644,919,2.0,-6289,1,0.0561,622,871,117459,259907.0,4,Blues
Fuel,48,313,831,1.0,-3894,1,0.0404,0.24,332,152034,236867.0,4,Bollywood
Eric B. & Rakim,50,902,743,7.0,-11136,1,229,0.0555,423,98944,228267.0,4,Alt_Music
bonsi,32,468,539,4.0,-12652,0,241,132,0.0824,115083,221217.0,4,Indie
SID,37,408,591,5.0,-4151,1,0.0305,102,269,74783,303667.0,4,Bollywood
Van Halen,78,572,835,,-6219,1,0.0317,0.0702,795,129981,4.02666667,4,Bollywood
Prince Rapid,9,0.78,972,6.0,119,0,253,0.1,958,137056,198000.0,4,Alt_Music
Aura Blum,29,533,562,6.0,-6664,0,0.0247,182,278,103055,196408.0,4,Blues
WSTR,51,614,885,8.0,-6485,1,0.0891,312,577,117.98,187207.0,4,Bollywood
Aviv Geffen,34,263,753,7.0,-3842,1,0.0341,724,0.47,126388,242693.0,4,Bollywood
Langston Hughes,8,745,102,2.0,-19061,1,937,124,371,88247,57443.0,4,Alt_Music
From Sorrow To Serenity,30,503,979,,-3685,0,0.0596,0.14,391,106015,196320.0,4,Instrumental
MC Lyte,44,837,688,10.0,-7307,0,216,0.0999,708,95565,270093.0,4,Alt_Music
Songhoy Blues,43,0.62,875,11.0,-5957,0,0.0256,344,903,101872,212307.0,4,Pop
Dustin Tebbutt,34,571,477,2.0,-12319,1,0.0392,111,466,77954,3.88453333,4,Rock
The Smashing Pumpkins,43,648,295,11.0,-15026,1,0.0292,0.0806,175,140062,264240.0,4,Bollywood
U2,43,337,657,,-9316,1,33,257,415,69129,292867.0,4,Bollywood
American Authors,53,554,806,,-3463,1,46,165,646,144923,220693.0,4,Bollywood
Kali,64,874,531,11.0,-8425,1,0.34,305,514,111999,198951.0,4,Alt_Music
boy-ish,23,875,408,10.0,-10056,1,247,0.0579,472,131972,150828.0,4,Blues
Jason Aldean,60,491,776,2.0,-3887,1,0.0393,146,428,154988,3.375783333,4,HipHop
fanclubwallet,31,821,695,7.0,-5841,1,42,0.0599,903,107006,144667.0,4,Blues
Biddu,26,689,617,7.0,-10666,1,0.0314,0.0546,978,108811,3.25645,4,Metal
Jme,42,566,907,1.0,-8277,1,522,119,0.56,93164,224213.0,5,Alt_Music
The Smashing Pumpkins,59,422,208,10.0,-15886,1,0.0318,192,354,111549,190587.0,3,Bollywood
Neumatic Parlo,21,397,835,11.0,-8619,1,0.0383,0.21,389,147017,202953.0,4,Bollywood
Nick Lowe,57,694,656,,-10598,1,26,0.0505,803,131679,210131.0,4,Bollywood
Fantastic Negrito,46,739,669,5.0,-8.79,1,0.0386,123,547,128.26,295839.0,4,Bollywood
Alessia Cara,71,0.76,532,,-9177,1,127,252,0.5,123064,3.03136667,4,Country
Northlane,60,0.48,0.97,8.0,-5006,0,0.0595,0.29,346,136123,238373.0,4,Instrumental
Mahendra Kapoor,1,571,585,1.0,-8611,1,123,113,825,82565,3.34,3,Metal
"Pritam, Arijit Singh, Antara Mitra, Nikhil D'Souza",55,482,694,,-5368,1,42,0.11,573,90196,4.674933333,4,Metal
Mohammed Rafi,25,352,331,8.0,-12489,1,0.0489,245,255,77039,4.908216667,4,Metal
Icewear Vezzo,58,828,663,10.0,-6158,0,357,206,691,78477,165121.0,4,Alt_Music
Dayglow,,497,675,2.0,-7442,1,0.0332,219,338,79965,208587.0,4,Blues
Tame Impala,52,631,851,7.0,-5871,1,0.04,0.57,469,107008,261040.0,4,Bollywood
The Isley Brothers,22,465,903,,-6971,0,81,853,787,142687,216907.0,4,Bollywood
Robert Plant,59,554,639,9.0,-7163,0,0.0278,205,644,180638,5.08,4,Bollywood
Mos Def,69,782,589,1.0,-4827,1,189,164,869,90438,223547.0,4,Alt_Music
Sonna,31,666,463,1.0,-7806,0,86,232,497,84903,140965.0,4,Alt_Music
Glen Hansard,41,481,385,4.0,-12981,1,0.0458,114,363,148504,4.78888333,3,Rock
Hyro The Hero,51,0.59,857,6.0,-3982,0,0.0831,284,652,110027,173733.0,4,Instrumental
Faith Hill,47,512,645,8.0,-5631,1,29,0.0987,283,111015,3.771783333,3,HipHop
R.E.M.,82,666,855,9.0,-5051,0,0.0295,0.0987,803,125639,268427.0,4,Bollywood
"Alexander Glazunov, Julian Lloyd Webber, Royal Philharmonic Orchestra, James Judd",,105,92,2.0,-23655,1,0.0422,116,0.0838,89542,6.625333333,4,Acoustic/Folk
Sorry,53,608,759,11.0,-7246,0,34,169,861,124504,204080.0,4,Indie
WHOKILLEDXIX,77,0.87,565,11.0,-5356,0,0.0581,104,646,100041,2.565366667,4,Country
The Orwells,42,0.3,0.88,5.0,-4573,1,0.0465,0.0746,563,207.92,199147.0,4,Blues
James Smith,44,254,266,7.0,-8603,1,0.0347,114,221,165336,208954.0,3,Country
Mark Morton,45,328,232,9.0,-16.28,0,0.0339,0.11,412,149444,195700.0,4,Bollywood
Audioslave,67,452,873,9.0,-4867,1,0.0613,0.0592,433,80473,222027.0,4,Bollywood
Girlhood,49,0.59,864,4.0,-5478,1,0.0327,275,272,102972,190960.0,4,Blues
Sticky,46,0.6,0.77,6.0,-7077,1,195,0.0533,625,131582,327293.0,4,Alt_Music
Mr Eazi,55,637,457,2.0,-8455,1,259,231,0.4,66743,168896.0,3,Country
Processor,47,0.6,833,1.0,-3736,1,0.0402,646,0.16,118023,223729.0,4,Instrumental
Glass Heart,10,499,905,11.0,-9354,0,0.0585,72,418,110019,244500.0,4,Instrumental
Leah Nobel,39,641,435,2.0,-9.88,1,0.0485,132,0.22,76.01,208882.0,4,Country
Flyleaf,53,472,0.88,9.0,-4925,1,0.0519,0.0506,0.5,146929,198467.0,4,Bollywood
Dan Mangan,45,325,342,7.0,-8.86,1,0.0358,101,264,92.08,4.05333333,4,Rock
Jammz,14,856,336,1.0,-10061,0,0.0777,116,249,143002,229700.0,4,Alt_Music
Gary Moore,11,608,739,4.0,-10582,0,0.0416,202,268,97884,329733.0,4,Pop
Abbath,39,471,959,8.0,-6042,1,0.0545,183,194,141969,409840.0,4,Instrumental
Daniel Lee,44,442,615,,-7909,1,0.0321,182,0.44,84944,230412.0,4,Bollywood
Rush,37,436,826,11.0,-9457,0,0.0532,128,0.56,99106,262107.0,4,Bollywood
Whitney Houston,36,321,604,8.0,-6718,1,0.0554,977,267,112.01,6838,4,Country
Ali Gatie,55,684,495,5.0,-8282,0,0.0297,154,0.19,99991,184710.0,4,Country
Omer Adam,27,447,0.59,10.0,-4331,0,0.0281,144,304,145014,295093.0,4,Country
Chelsea Cutler,69,551,381,2.0,-8919,1,203,135,271,97216,2.93953333,4,Country
The Animals,74,316,484,9.0,-9.11,0,0.0308,0.0912,299,117363,269907.0,3,Blues
New Order,67,793,703,,-9548,1,0.0581,75,856,130.27,450800.0,4,Blues
Blind Faith,34,0.32,545,1.0,-14043,1,0.0415,605,605,87618,373893.0,4,Blues
Hiatus Kaiyote,55,311,632,7.0,-6852,1,0.0878,0.0714,467,90713,280375.0,4,Indie
BONES UK,51,0.66,835,4.0,-3.79,1,114,247,544,94014,170500.0,4,Bollywood
Eddie Burns,5,0.49,485,2.0,-8.14,1,132,0.0867,523,185.73,336040.0,3,Pop
Sonny Boy Williamson I,35,612,117,9.0,-15357,1,177,0.0788,781,172444,153260.0,4,Pop
The Chemical Brothers,4,558,982,10.0,-3125,0,63,117,684,109372,313667.0,4,Blues
Apoorva Krishna,13,0.61,712,5.0,-6822,1,0.0408,175,349,99975,294999.0,5,Blues
CLOVES,45,741,164,11.0,-12.18,0,0.0334,108,299,100491,234551.0,3,Country
Dani de Morón,41,0.4,285,5.0,-12209,0,0.0625,109,105,79115,5.96645,4,Acoustic/Folk
The Searchers,57,565,953,9.0,-6504,1,0.0393,0.0637,887,124287,131360.0,4,Bollywood
REINDIER,20,509,333,6.0,-12622,0,0.0779,133,243,111002,181127.0,4,Country
Judas Priest,54,521,915,9.0,-5705,0,0.0544,65,336,112507,209453.0,3,Instrumental
Sam Hunt,68,579,776,8.0,-5365,1,173,239,434,136044,3.831333333,4,HipHop
Daya,39,602,405,2.0,-7157,1,0.0319,133,321,137743,203869.0,4,Country
Rasmus Jenzen,46,619,0.3,9.0,-8.95,1,0.0982,141,443,106717,1.75025,4,Acoustic/Folk
Moon Fever,45,0.48,879,11.0,-4.67,0,0.0933,0.0828,289,141063,143400.0,4,Instrumental
Deathbeds AU,32,396,968,3.0,-4322,1,131,263,178,161021,212143.0,4,Instrumental
The Stranglers,52,293,933,,-8082,1,0.0701,336,837,150994,207440.0,4,Bollywood
Muddy Waters,3,469,297,7.0,-12576,1,0.0733,0.0604,802,71683,172373.0,4,Pop
SMOKIN‚ÄôtheJAZZ,36,699,678,5.0,-11312,1,0.0398,103,862,110974,277951.0,4,Country
Noel Gallagher's High Flying Birds,40,447,927,6.0,-3.3,0,0.0508,0.0972,104,119034,264480.0,4,Blues
The Heavy,60,0.68,0.64,1.0,-6691,0,0.0336,124,738,105981,322267.0,4,Country
Nekromantheon,16,0.0646,995,6.0,-7.07,0,143,295,0.0351,204316,214544.0,4,Instrumental
Blue Öyster Cult,75,333,927,9.0,-8.55,0,0.0733,297,385,141466,5.13533333,4,Bollywood
Richard Thompson,56,488,209,10.0,-19549,1,0.0369,103,362,120.63,4.72488333,4,Rock
YBN Almighty Jay,51,768,733,10.0,-7057,0,68,113,0.64,116.98,150976.0,4,Alt_Music
La La Lars,34,0.29,0.58,7.0,-8.18,0,0.0346,368,505,89848,4.814666667,4,Acoustic/Folk
Scotty McCreery,1,557,511,8.0,-6788,1,0.0291,99,602,156042,3.84955,4,HipHop
Fickle Friends,46,666,815,5.0,-5692,1,0.0622,762,788,101972,204065.0,4,Country
Saves The Day,45,0.35,958,4.0,-4597,1,0.0949,314,555,190501,199573.0,4,Bollywood
Gaffa Tape Sandy,34,358,912,9.0,-4651,1,0.05,122,578,156873,205400.0,4,Bollywood
TV On The Radio,30,0.71,807,5.0,-5.83,0,0.0622,0.0949,565,110051,251893.0,4,Blues
The Cars,49,683,806,9.0,-7574,1,42,191,962,118032,3.95155,4,Bollywood
Osi And The Jupiter,46,104,352,9.0,-15.31,0,0.0422,0.0904,0.0373,90265,395337.0,3,Instrumental
The Surfaris,45,461,955,11.0,-6684,1,0.0489,952,725,160073,166092.0,4,Bollywood
Johnny Duncan,45,674,552,9.0,-9904,1,0.04,274,787,127313,3.379783333,4,HipHop
Dimmu Borgir,45,135,964,7.0,-3492,0,113,0.0731,0.0799,154486,309213.0,3,Instrumental
Climax Blues Band,31,462,877,7.0,-9245,0,0.0459,362,852,133131,266120.0,4,Pop
Beastie Boys,70,503,858,8.0,-6296,1,0.0657,0.0803,419,133615,208653.0,5,Bollywood
Elmore James,53,294,611,2.0,-6268,1,0.0348,114,567,178191,166400.0,3,Pop
Brent Faiyaz,79,539,615,1.0,-8746,0,252,144,493,163924,214693.0,4,Alt_Music
Phani Narayana,15,607,281,,-15041,1,0.0475,116,414,151986,320993.0,4,Blues
Loverboy,68,515,766,7.0,-12768,1,0.0343,455,774,146911,221000.0,4,Bollywood
Sonny Landreth,27,561,836,9.0,-8904,1,0.0913,859,495,132041,272160.0,3,Pop
Nirvana,62,0.83,382,2.0,-11231,0,0.0566,0.11,0.54,121.12,173853.0,4,Bollywood
Atmosphere,53,596,712,6.0,-5305,1,313,103,0.2,81846,238800.0,4,Alt_Music
Fishbone,40,663,0.96,1.0,-4927,1,108,371,408,130404,284627.0,4,Bollywood
Tion Wayne,90,883,674,11.0,-8043,0,357,0.0678,0.73,141.02,278085.0,4,Alt_Music
Thyla,23,566,686,9.0,-8101,1,0.0403,372,738,120952,180224.0,4,Bollywood
Hobosexual,24,326,904,10.0,-2683,0,129,675,244,128696,353583.0,4,Bollywood
Keane,77,448,665,9.0,-4203,1,26,0.0828,304,172004,237147.0,4,Bollywood
Marina Maximilian,36,572,695,7.0,-7929,0,28,171,252,140005,250018.0,4,Country
Aviana,27,0.22,964,8.0,-3927,1,166,394,134,199996,271333.0,4,Instrumental
Danny Bassan,17,473,358,2.0,-8795,1,0.0276,106,237,98248,267211.0,3,Bollywood
Bryan Adams,32,537,818,6.0,-7206,1,0.0294,0.0979,386,130365,306547.0,4,Bollywood
THE DRIVER ERA,50,535,724,7.0,-5192,1,191,207,501,180077,258477.0,4,Bollywood
"Peter, Paul and Mary",57,507,88,9.0,-23309,1,0.0343,0.0984,398,144226,206867.0,4,Bollywood
Runtown,44,802,672,6.0,-4349,1,0.0932,0.0724,767,101029,194952.0,4,Country
Arik Einstein,41,589,447,7.0,-9538,1,0.0316,123,153,103586,200827.0,3,Bollywood
Billy Strings,53,379,593,6.0,-9113,0,0.0295,122,511,143207,463653.0,4,Indie
Wolf Alice,49,503,812,6.0,-7829,0,0.0754,691,136,140902,275493.0,4,Bollywood
BlabberMouf,40,908,609,10.0,-9669,0,278,132,625,94.99,212211.0,4,Alt_Music
The Rolling Stones,41,544,876,7.0,-4.33,1,0.0362,63,907,133026,251173.0,4,Bollywood
Aviana,47,0.26,981,6.0,-4521,1,169,344,194,116259,248226.0,3,Instrumental
The Replacements,51,438,916,4.0,-8318,1,124,334,391,143101,218067.0,4,Bollywood
The Offspring,63,664,877,2.0,-4251,1,0.0334,284,961,146804,220947.0,4,Bollywood
Avenged Sevenfold,69,541,968,,-4129,1,0.0396,423,505,125.04,311813.0,4,Bollywood
The Verve,64,442,0.52,,-8648,1,0.0261,154,177,77437,304880.0,4,Bollywood
Hoobastank,66,0.57,915,6.0,-4802,0,105,178,676,93.54,175227.0,4,Instrumental
Death From Above 1979,60,511,724,,-5927,1,0.0311,0.23,536,130029,198081.0,4,Indie
Opeth,44,501,686,4.0,-6457,0,0.0246,0.0846,218,62509,361467.0,4,Instrumental
Chattanooga Trio,52,588,0.0493,1.0,-20.4,1,0.0355,136,202,99929,2.792833333,4,Acoustic/Folk
The dB's,35,299,971,1.0,-6816,0,69,0.0364,734,174192,189093.0,4,Bollywood
Kendra Collins Band,51,483,292,8.0,-16653,1,0.0305,115,175,139348,5.2579,5,Acoustic/Folk
Nectar,24,467,896,4.0,-3.31,1,0.0441,0.3,145,109953,242116.0,4,Bollywood
SAULT,59,805,0.61,9.0,-6.64,0,0.0357,112,686,114762,238679.0,4,Blues
Mouth Culture,34,651,0.71,11.0,-4345,1,0.0302,309,521,117079,159000.0,4,Bollywood
The Telescopes,31,278,568,2.0,-9636,1,33,331,216,95514,208040.0,4,Bollywood
Alice In Chains,59,441,845,10.0,-3315,1,0.0462,723,304,113989,237907.0,4,Instrumental
The All-American Rejects,68,553,717,7.0,-5857,1,0.0318,0.0385,318,127947,233267.0,4,Bollywood
Pillow Queens,45,319,771,4.0,-5824,1,0.0456,0.0996,187,97959,259218.0,4,Blues
TOOL,66,286,728,,-6608,1,0.0616,133,467,171441,312120.0,4,Instrumental
Backstreet Boys,31,0.58,911,11.0,-3849,0,0.0321,327,597,129908,4.11445,4,Country
Inner Wave,51,703,781,4.0,-5536,1,0.0262,155,845,100909,166229.0,4,Blues
Heaven Shall Burn,38,0.17,986,5.0,-3951,1,0.0953,338,161,162782,298429.0,4,Instrumental
Willie Dixon,35,477,0.29,4.0,-18066,1,0.0374,283,727,122589,215203.0,3,Pop
Kings of Leon,58,494,637,,-6004,1,0.0336,215,175,140034,175547.0,4,Bollywood
The Hives,58,623,947,9.0,-3934,1,103,582,684,146318,211813.0,4,Bollywood
Arca,45,669,732,6.0,-8724,0,244,0.0492,727,150043,148577.0,4,Blues
Amitabh Bachchan,37,656,0.5,9.0,-12391,1,295,0.1,598,120608,6.10445,4,Metal
Christina Perri,68,423,407,10.0,-7.45,1,0.0267,0.11,161,139048,285120.0,3,Country
Strapping Young Lad,51,412,964,6.0,-7557,0,169,502,232,142536,293347.0,3,Instrumental
Julia Michaels,70,536,404,11.0,-9315,0,0.0367,127,325,112807,150394.0,4,Country
The Gathering,43,228,0.85,,-6.23,1,0.0489,56,391,130566,364693.0,4,Instrumental
Trushinitas,37,695,292,1.0,-18.11,1,0.0614,0.0917,458,85206,146270.0,4,Blues
Idan Amedi,39,491,622,2.0,-9051,0,0.0935,341,513,80913,209817.0,3,Country
Grimes,59,596,661,2.0,-7533,0,0.0382,209,124,99951,195300.0,4,Bollywood
Hundredth,43,442,978,8.0,-4568,0,0.0846,0.0763,356,89986,210480.0,4,Indie
Sarah de Warren,41,748,0.41,7.0,-8312,0,0.0307,114,0.86,100016,191000.0,4,Country
Michael Soriano Trio,47,408,239,3.0,-14704,1,0.0341,104,172,151622,3.449383333,3,Acoustic/Folk
Just Geo,8,0.74,733,,-7142,1,0.0427,106,643,140012,182179.0,4,Alt_Music
COUNTERFEIT.,29,406,986,10.0,-3662,0,0.14,261,423,168068,157694.0,4,Bollywood
Spin Doctors,71,543,912,7.0,-10.71,1,0.0601,0.0565,836,103731,256733.0,4,Country
Harlott,24,0.34,951,8.0,-5376,1,114,298,122,100093,292147.0,4,Instrumental
Biig Piig,65,811,452,7.0,-8676,1,115,0.12,556,121058,199006.0,4,Blues
Asha Bhosle,27,636,692,3.0,-11.06,0,0.0351,0.0979,0.9,123611,6.019783333,4,Metal
Buffalo Fuzz,23,411,679,2.0,-6.48,1,0.0341,0.13,229,79081,285677.0,3,Instrumental
Slow Pulp,39,581,432,2.0,-7305,1,0.0262,0.0972,253,140062,203500.0,4,Bollywood
Nothing But Thieves,52,672,429,8.0,-7364,0,0.0298,205,481,127912,214413.0,4,Bollywood
Coldplay,73,738,482,6.0,-8917,0,0.0402,106,352,93457,285014.0,4,Bollywood
Nicholas Payton,,0.32,156,2.0,-12258,1,33,0.0775,0.0664,159618,5.423333333,3,Acoustic/Folk
DIAMANTE,43,517,795,4.0,-6.34,0,0.0399,126,358,141008,214321.0,4,Instrumental
Lata Mangeshkar,12,428,413,3.0,-6638,1,0.0319,174,654,125296,5.0696,3,Metal
Cut out Club,9,388,848,5.0,-6939,0,0.0503,102,536,166216,192493.0,4,Blues
Emily Wolfe,38,0.44,533,9.0,-5318,1,0.0292,191,461,144039,208173.0,4,Bollywood
Johnny Cosmic,47,742,503,5.0,-8396,0,0.0621,0.12,444,74004,282323.0,4,Bollywood
Bon Jovi,69,555,973,9.0,-3804,1,35,0.0853,805,118642,316707.0,4,Bollywood
VVV [Trippin'you],37,532,836,9.0,-7683,0,0.0359,0.0873,184,139997,274000.0,3,Blues
The Record Company,42,494,548,9.0,-6753,0,0.0355,183,129,78028,233077.0,4,Bollywood
To Kill Achilles,36,309,931,1.0,-9859,1,167,414,131,197044,174004.0,4,Instrumental
Billy Branch,24,567,765,10.0,-6625,1,0.0517,0.22,768,147923,187187.0,4,Pop
◊ú◊ô◊ú ◊ê◊® ◊§◊ô ◊í'◊ô,9,814,557,3.0,-9184,0,476,201,715,87451,157889.0,4,Alt_Music
Culture Wars,,612,761,3.0,-6317,0,0.0481,111,531,154042,200809.0,4,Bollywood
The Offspring,75,488,862,,-7595,1,0.0476,359,706,104.56,257827.0,4,Bollywood
Patti Smith,51,622,737,2.0,-9296,1,0.0289,318,742,130255,310400.0,4,Indie
Adi Rennert,15,596,481,11.0,-11191,0,0.0258,197,485,105.99,267560.0,4,Bollywood
Jordana,41,639,544,,-7355,1,0.0318,114,324,92018,211630.0,4,Indie
Shalom Hanoch,18,732,757,,-12541,1,0.0413,244,916,102233,374733.0,4,Bollywood
"Hank Williams, Jr.",49,607,904,2.0,-7693,1,0.0435,134,877,146831,2.980666667,4,HipHop
